"id","metagenomes_id","domain","phylum","class","order","family","genus","species","strain","abundance","avg_evalue","evalue_std_dev","avg_percent_ident","percent_ident_std_dev","avg_align_len","align_len_std_dev"
241907,2354,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii","Alistipes shahii WAL 8301",4,-133.00,0.00,100.00,0.00,241.00,0.00
241908,2354,"Bacteria","Firmicutes","-","-","-","-","-","-",10,-39.70,13.46,99.95,0.24,82.10,22.88
241909,2354,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","-","-",70,-32.67,5.36,100.00,0.00,69.33,9.07
241910,2354,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","-","-",2,-47.00,0.00,100.00,0.00,94.00,0.00
241911,2354,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus polymyxa","Paenibacillus polymyxa",1,-48.00,0.00,100.00,0.00,95.00,0.00
241912,2354,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina psychrophila","Sporosarcina psychrophila",1,-47.00,0.00,100.00,0.00,95.00,0.00
241913,2354,"Bacteria","Firmicutes","Bacilli","Lactobacillales","-","-","-","-",5,-87.43,21.18,99.32,0.48,165.63,35.81
241914,2354,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","-","-",3,-103.00,12.15,100.00,0.00,190.50,19.75
241915,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","-","-","-","-",275,-42.64,15.68,99.54,1.84,87.88,27.31
241916,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Butyricicoccus","Butyricicoccus pullicaecorum","Butyricicoccus pullicaecorum",1,-51.00,0.00,100.00,0.00,101.00,0.00
241917,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","-","-",65,-41.05,15.47,99.86,0.37,84.76,26.64
241918,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium aminophilum","Clostridium aminophilum",1,-37.00,0.00,97.50,0.00,80.00,0.00
241919,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium clostridioforme","Clostridium clostridioforme",74,-59.38,15.51,99.81,0.33,115.67,26.68
241920,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium disporicum","Clostridium disporicum",3,-73.00,0.00,100.00,0.00,138.00,0.00
241921,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium polysaccharolyticum","Clostridium polysaccharolyticum",1,-57.00,0.00,99.11,0.00,112.00,0.00
241922,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","-","-",2,-40.22,1.20,100.00,0.00,82.56,2.19
241923,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes","Eubacterium coprostanoligenes",20,-44.57,5.88,100.00,0.00,90.86,10.37
241924,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium eligens","Eubacterium eligens ATCC 27750",1,-31.00,0.00,100.00,0.00,68.00,0.00
241925,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium hallii","Eubacterium hallii",20,-102.50,14.61,99.89,0.15,189.00,25.06
241926,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ramulus","Eubacterium ramulus",5,-76.60,35.95,99.68,0.71,145.00,61.44
241927,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium rectale","-",84,-63.96,22.97,99.74,0.70,123.56,39.43
241928,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium saburreum","Eubacterium saburreum",1,-22.00,0.00,100.00,0.00,52.00,0.00
241929,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium siraeum","-",52,-65.95,19.39,99.97,0.20,126.89,32.95
241930,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum","-",1,-60.00,0.00,97.52,0.00,121.00,0.00
241931,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","-","-","-",5,-49.81,14.42,97.97,3.39,101.48,22.33
241932,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Butyrivibrio crossotus","Butyrivibrio crossotus DSM 2876",4,-83.67,31.75,99.85,0.23,157.67,54.33
241933,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Butyrivibrio fibrisolvens","Butyrivibrio fibrisolvens",1,-55.00,0.00,98.20,0.00,111.00,0.00
241934,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus catus","Coprococcus catus GD/7",2,-71.00,0.00,100.00,0.00,135.00,0.00
241935,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea formicigenerans","Dorea formicigenerans ATCC 27755",11,-79.45,27.25,100.00,0.00,149.64,45.58
241936,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea longicatena","Dorea longicatena DSM 13814",5,-89.00,10.54,100.00,0.00,165.50,17.39
241937,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Lachnospira multipara","Lachnospira multipara",2,-38.00,5.77,99.36,0.74,79.50,9.81
241938,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","-","-",2,-70.83,1.50,99.02,0.72,136.00,1.46
241939,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia faecis","Roseburia faecis",2,-65.00,23.00,99.69,0.34,126.00,39.44
241940,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia intestinalis","-",17,-101.55,15.40,99.82,0.24,187.18,26.02
241941,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia inulinivorans","Roseburia inulinivorans",2,-67.00,16.17,99.67,0.38,129.00,28.87
241942,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","-","-","-",21,-46.43,14.49,99.96,0.19,93.48,24.26
241943,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii","Faecalibacterium prausnitzii M21/2",290,-79.34,16.88,99.85,0.23,149.57,28.73
241944,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","-","-",22,-55.17,12.00,99.24,1.92,110.00,20.72
241945,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus bromii","-",11,-53.33,6.83,100.00,0.00,104.33,11.22
241946,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus callidus","Ruminococcus callidus",13,-35.25,12.34,100.00,0.00,75.00,21.15
241947,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus flavefaciens","Ruminococcus flavefaciens",23,-34.23,7.70,100.00,0.00,72.85,12.66
241948,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus gnavus","Ruminococcus gnavus",5,-69.50,11.50,99.67,0.36,133.50,21.36
241949,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus lactaris","Ruminococcus lactaris ATCC 29176",13,-101.33,20.89,99.30,0.17,188.33,35.83
241950,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus obeum","Ruminococcus obeum A2-162",35,-50.16,16.10,98.52,0.38,103.78,27.09
241951,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus sp. 5_1_39BFAA","Ruminococcus sp. 5_1_39BFAA",47,-62.67,17.31,99.31,1.30,124.67,32.92
241952,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus sp. SR1/5","Ruminococcus sp. SR1/5",11,-68.50,1.73,99.23,0.02,131.50,2.89
241953,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus torques","Ruminococcus torques ATCC 27756",9,-58.50,2.12,98.29,0.04,117.00,2.83
241954,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Subdoligranulum variabile","Subdoligranulum variabile DSM 15176",9,-54.54,32.54,100.00,0.00,107.31,54.69
241955,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified (derived from Clostridiales)","Blautia","-","-",13,-64.81,5.60,99.79,0.36,124.13,9.36
241956,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified (derived from Clostridiales)","Blautia","Blautia coccoides","Blautia coccoides",3,-51.00,0.00,98.08,0.00,104.00,0.00
241957,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified (derived from Clostridiales)","Blautia","Blautia sp. Ser8","Blautia sp. Ser8",1,-26.00,0.00,98.33,0.00,60.00,0.00
241958,2354,"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified (derived from Clostridiales)","unclassified (derived from Clostridiales)","-","-",1,-70.50,0.71,99.63,0.52,135.00,0.00
241959,2354,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified (derived from Erysipelotrichaceae)","-","-",7,-71.92,2.81,99.64,0.38,136.25,5.03
241960,2354,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified (derived from Erysipelotrichaceae)","Eubacterium biforme","Eubacterium biforme DSM 3989",51,-76.00,32.88,99.89,0.21,143.50,56.90
241961,2354,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","-","-","-",1,-33.00,0.00,100.00,0.00,71.00,0.00
241962,2354,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","Dialister micraerophilus","Dialister micraerophilus",43,-24.50,0.87,100.00,0.00,56.00,1.74
241963,2354,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","Megamonas hypermegale","Megamonas hypermegale",16,-45.75,0.46,99.73,0.50,93.00,0.00
241964,2354,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera micronuciformis","Megasphaera micronuciformis",1,-39.00,0.00,100.00,0.00,80.00,0.00
241965,2354,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","-","-",3,-80.50,32.91,100.00,0.00,151.50,56.21
241966,2354,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella parvula","Veillonella parvula",9,-25.00,0.00,100.00,0.00,57.00,0.00
241967,2354,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma phagocytophilum","Anaplasma phagocytophilum",1,-39.00,0.00,100.00,0.00,80.00,0.00
241968,2354,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia","Bilophila wadsworthia",1,-130.50,0.58,99.37,0.24,237.00,0.00
241969,2355,"Bacteria","-","-","-","-","-","-","-",96,-36.48,13.87,99.90,0.59,76.60,23.37
241970,2355,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","-","-","-",5,-23.72,1.23,100.00,0.00,55.00,1.68
241971,2355,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Eggerthella","Eggerthella lenta","-",1,-148.43,6.37,99.89,0.28,264.00,10.58
241972,2355,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Enterorhabdus","Enterorhabdus caecimuris","Enterorhabdus caecimuris",5,-37.00,2.83,100.00,0.00,77.00,5.66
241973,2355,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Gordonibacter","Gordonibacter pamelaeae","Gordonibacter pamelaeae 7-10-1-b",10,-105.33,42.28,99.87,0.21,193.33,72.14
241974,2355,"Eukaryota","Arthropoda","Insecta","Isoptera","Rhinotermitidae","Coptotermes","Coptotermes formosanus","Coptotermes formosanus (Formosan subterranean termite)",37,-25.41,5.56,100.00,0.00,58.00,9.72
241975,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","-","-","-","-",14,-85.19,23.67,99.20,0.80,160.29,38.54
241976,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","-","-",380,-93.52,27.96,99.57,0.61,176.67,47.70
241977,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","-",12,-135.40,0.50,99.34,0.23,251.00,0.00
241978,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides nordii","Bacteroides nordii",7,-134.00,0.00,99.59,0.00,244.00,0.00
241979,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides pectinophilus","Bacteroides pectinophilus ATCC 43243",83,-62.10,22.91,99.97,0.13,119.60,38.84
241980,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides salyersiae","Bacteroides salyersiae",1,-141.00,0.00,99.84,0.21,255.00,0.00
241981,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","-",2,-136.17,0.41,99.53,0.17,248.00,0.00
241982,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","-",76,-102.82,3.92,99.47,0.02,191.00,6.63
241983,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Barnesiella","Barnesiella intestinihominis","Barnesiella intestinihominis",1,-61.00,0.00,99.17,0.00,120.00,0.00
241984,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Odoribacter","Odoribacter splanchnicus","Odoribacter splanchnicus",12,-108.67,0.58,99.33,0.29,201.00,0.00
241985,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","Parabacteroides merdae","-",21,-134.90,0.32,99.55,0.13,245.00,0.00
241986,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara","Paraprevotella clara",43,-114.00,23.64,98.55,0.25,211.33,39.15
241987,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella copri","-",3,-104.75,0.45,99.87,0.24,194.00,0.00
241988,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","-","-",1,-27.00,0.00,100.00,0.00,61.00,0.00
241989,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes finegoldii","Alistipes finegoldii",43,-98.33,25.64,99.56,0.45,184.89,46.05
241990,2355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii","Alistipes shahii WAL 8301",25,-102.00,39.40,99.70,0.26,188.67,67.57
241991,2355,"Bacteria","Firmicutes","-","-","-","-","-","-",49,-26.21,5.14,99.99,0.12,59.32,8.78
241992,2355,"Bacteria","Firmicutes","Bacilli","Bacillales","-","-","-","-",32,-32.55,4.70,99.97,0.23,69.11,7.67
241993,2355,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","-","-",3,-45.00,0.00,100.00,0.00,90.00,0.00
241994,2355,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","-","-","-",1,-35.15,0.67,99.94,0.28,73.35,1.57
241995,2355,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","-","-",13,-38.00,0.00,100.00,0.00,79.00,0.00
241996,2355,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina psychrophila","Sporosarcina psychrophila",2,-47.00,0.00,100.00,0.00,95.00,0.00
241997,2355,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","-","-",5,-24.08,1.70,100.00,0.00,55.38,2.98
241998,2355,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus rhamnosus","Lactobacillus rhamnosus",1,-22.00,0.00,100.00,0.00,52.00,0.00
241999,2355,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","-","-",12,-23.00,0.00,100.00,0.00,55.00,0.00
242000,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","-","-","-","-",435,-44.28,18.37,99.54,2.00,90.78,32.00
242001,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Butyricicoccus","Butyricicoccus pullicaecorum","Butyricicoccus pullicaecorum",9,-51.00,0.00,100.00,0.00,101.00,0.00
242002,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","-","-",65,-44.04,15.48,99.91,0.28,89.66,26.51
242003,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium asparagiforme","-",2,-62.50,38.89,99.72,0.30,121.00,65.73
242004,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium bartlettii","Clostridium bartlettii DSM 16795",6,-90.09,3.02,100.00,0.00,168.46,5.13
242005,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium clostridioforme","Clostridium clostridioforme",28,-53.88,18.36,99.91,0.26,106.50,31.39
242006,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium disporicum","Clostridium disporicum",27,-67.00,14.20,100.00,0.00,128.33,24.01
242007,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium leptum","Clostridium leptum DSM 753",1,-37.00,0.00,100.00,0.00,78.00,0.00
242008,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium nexile","Clostridium nexile DSM 1787",1,-57.00,0.00,100.00,0.00,112.00,0.00
242009,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. Kas107-2","Clostridium sp. Kas107-2",6,-49.50,3.54,100.00,0.00,98.50,4.95
242010,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone 7-14","Clostridium sp. enrichment culture clone 7-14",10,-49.00,3.46,100.00,0.00,98.33,5.77
242011,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone 7-25","Clostridium sp. enrichment culture clone 7-25",2,-57.00,0.00,99.12,0.00,114.00,0.00
242012,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sphenoides","Clostridium sphenoides",2,-82.00,0.00,95.27,0.00,169.00,0.00
242013,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium stercorarium","Clostridium stercorarium",1,-29.00,0.00,100.00,0.00,64.00,0.00
242014,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","-","-",7,-61.94,10.52,99.85,0.57,119.68,18.02
242015,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium cellulosolvens","Eubacterium cellulosolvens",1,-21.00,0.00,100.00,0.00,50.00,0.00
242016,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes","Eubacterium coprostanoligenes",38,-41.00,9.49,100.00,0.00,84.50,15.93
242017,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium eligens","-",46,-46.32,11.53,99.97,0.09,93.91,19.60
242018,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium hallii","-",126,-85.88,16.21,99.75,0.14,160.70,27.58
242019,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium oxidoreducens","Eubacterium oxidoreducens",6,-44.00,0.00,100.00,0.00,90.00,0.00
242020,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ramulus","Eubacterium ramulus",18,-73.89,30.19,99.14,1.10,142.06,52.36
242021,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium rectale","-",81,-67.39,23.89,99.69,0.96,129.32,40.73
242022,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium saburreum","Eubacterium saburreum",9,-27.00,0.00,100.00,0.00,61.00,0.00
242023,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium siraeum","-",9,-37.80,7.73,100.00,0.00,79.00,13.20
242024,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum","-",3,-35.53,15.16,99.70,0.44,75.47,25.91
242025,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","-","-","-",4,-56.59,6.61,100.00,0.00,109.82,10.84
242026,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus catus","Coprococcus catus GD/7",7,-75.67,11.59,99.51,0.85,143.33,18.93
242027,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus eutactus","Coprococcus eutactus ATCC 27759",4,-82.33,4.41,99.58,0.33,155.67,8.02
242028,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea formicigenerans","Dorea formicigenerans ATCC 27755",14,-83.07,15.98,99.65,0.32,156.57,26.88
242029,2355,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea longicatena","Dorea longicatena DSM 13814",14,-91.67,12.26,100.00,0.00,170.33,21.13
