"id","metagenomes_id","domain","phylum","class","order","family","genus","species","strain","abundance","avg_evalue","evalue_std_dev","avg_percent_ident","percent_ident_std_dev","avg_align_len","align_len_std_dev"
243602,2372,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes finegoldii","Alistipes finegoldii",110,-20.00,0.00,96.00,0.00,50.00,0.00
243603,2372,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga fermentans","Cytophaga fermentans",1,-20.33,0.58,98.67,1.15,50.00,0.00
243604,2372,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter","-","-",1,-25.00,0.00,100.00,0.00,57.00,0.00
243605,2372,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter","Hymenobacter gelipurpurascens","Hymenobacter gelipurpurascens",1,-28.00,0.00,100.00,0.00,62.00,0.00
243606,2372,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga canimorsus","Capnocytophaga canimorsus",21,-26.00,0.00,100.00,0.00,58.67,0.48
243607,2372,"Eukaryota","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Rhipiliopsis","Rhipiliopsis profunda","Rhipiliopsis profunda",4,-21.88,0.99,100.00,0.00,52.00,1.31
243608,2372,"Bacteria","Cyanobacteria","unclassified (derived from Cyanobacteria)","Oscillatoriales","unclassified (derived from Oscillatoriales)","unclassified (derived from Oscillatoriales)","Oscillatoriales cyanobacterium JSC-1","Oscillatoriales cyanobacterium JSC-1",3,-24.00,0.00,100.00,0.00,56.00,0.00
243609,2372,"Bacteria","Fibrobacteres","Fibrobacteres (class)","Fibrobacterales","Fibrobacteraceae","Fibrobacter","Fibrobacter succinogenes","-",3,-30.00,4.05,100.00,0.00,65.50,6.58
243610,2372,"Bacteria","Firmicutes","-","-","-","-","-","-",124,-22.99,3.32,99.99,0.20,53.86,5.55
243611,2372,"Bacteria","Firmicutes","Bacilli","-","-","-","-","-",6,-23.00,1.43,100.00,0.00,53.75,2.51
243612,2372,"Bacteria","Firmicutes","Bacilli","Bacillales","-","-","-","-",1,-22.90,1.29,100.00,0.00,53.55,2.16
243613,2372,"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix","-","-",2,-31.00,0.00,100.00,0.00,67.00,0.00
243614,2372,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","-","-",1,-32.00,0.00,100.00,0.00,69.00,0.00
243615,2372,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","-","-",10,-25.00,0.00,100.00,0.00,57.00,0.00
243616,2372,"Bacteria","Firmicutes","Clostridia","-","-","-","-","-",1,-25.85,0.38,99.74,0.65,58.00,0.00
243617,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","-","-","-","-",494,-32.10,11.46,99.88,0.84,69.44,19.71
243618,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","-","-","-",2,-61.77,6.42,99.80,0.39,119.69,10.65
243619,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Butyricicoccus","Butyricicoccus pullicaecorum","Butyricicoccus pullicaecorum",13,-44.33,2.31,100.00,0.00,89.33,4.04
243620,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","-","-",165,-24.86,5.01,100.00,0.05,56.87,8.44
243621,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium aminophilum","Clostridium aminophilum",6,-46.00,0.00,100.00,0.00,93.00,0.00
243622,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium bartlettii","Clostridium bartlettii DSM 16795",2,-51.00,0.00,100.00,0.00,102.00,0.00
243623,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium litorale","Clostridium litorale",1,-31.00,0.00,100.00,0.00,67.00,0.00
243624,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium nexile","Clostridium nexile DSM 1787",1,-57.00,0.00,100.00,0.00,111.00,0.00
243625,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium polysaccharolyticum","Clostridium polysaccharolyticum",4,-53.33,1.03,100.00,0.00,104.00,1.55
243626,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. MLG080-1","Clostridium sp. MLG080-1",1,-20.00,0.00,100.00,0.00,50.00,0.00
243627,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone 7-14","Clostridium sp. enrichment culture clone 7-14",4,-48.00,4.69,100.00,0.00,96.00,7.12
243628,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sticklandii","Clostridium sticklandii",8,-32.00,0.00,100.00,0.00,69.00,0.00
243629,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium symbiosum","Clostridium symbiosum",1,-34.00,0.00,100.00,0.00,73.00,0.00
243630,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium tetani","-",2,-25.00,4.09,100.00,0.00,57.00,6.13
243631,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XI. Incertae Sedis","-","-","-",15,-25.42,2.16,100.00,0.00,58.20,3.91
243632,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XI. Incertae Sedis","unclassified (derived from Clostridiales Family XI. Incertae Sedis)","Parvimonas micra","Parvimonas micra",1,-34.00,0.00,100.00,0.00,73.00,0.00
243633,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","-","-",3,-38.70,3.97,100.00,0.00,80.30,6.33
243634,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes","Eubacterium coprostanoligenes",18,-47.64,8.83,100.00,0.00,95.36,14.83
243635,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium hallii","Eubacterium hallii",18,-58.67,9.66,93.50,4.43,125.54,11.82
243636,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ramulus","Eubacterium ramulus",3,-21.67,0.58,100.00,0.00,51.00,1.00
243637,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium rectale","-",7,-57.34,15.80,99.90,0.23,111.84,27.06
243638,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium siraeum","-",6,-47.60,7.58,100.00,0.00,95.20,12.57
243639,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum","-",3,-23.35,0.58,100.00,0.00,54.75,0.75
243640,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacterium","Heliobacterium gestii","Heliobacterium gestii",2,-20.00,0.00,96.00,0.00,50.00,0.00
243641,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","-","-","-",10,-39.69,12.48,100.00,0.00,81.67,21.00
243642,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","-","-",2,-29.57,3.21,100.00,0.00,65.29,5.35
243643,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","-","-",1,-58.50,1.00,99.78,0.43,114.00,2.00
243644,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Hespellia stercorisuis",8,-33.40,2.19,100.00,0.00,71.00,2.74
243645,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Lachnospira multipara","Lachnospira multipara",7,-38.50,0.71,99.38,0.88,80.00,0.00
243646,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","Oribacterium sinus","Oribacterium sinus F0268",3,-22.67,2.58,100.00,0.00,53.33,4.41
243647,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Pseudobutyrivibrio","Pseudobutyrivibrio ruminis","Pseudobutyrivibrio ruminis",17,-29.75,2.71,100.00,0.00,65.38,4.31
243648,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Robinsoniella","Robinsoniella peoriensis","Robinsoniella peoriensis",4,-46.00,10.51,100.00,0.00,92.25,17.64
243649,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia inulinivorans","Roseburia inulinivorans",1,-45.00,0.00,100.00,0.00,91.00,0.00
243650,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified (derived from Lachnospiraceae)","Marvinbryantia formatexigens","Bryantella formatexigens DSM 14469",1,-21.00,0.00,100.00,0.00,50.00,0.00
243651,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","-","-","-",4,-34.85,13.97,98.93,3.30,76.15,23.43
243652,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii","Faecalibacterium prausnitzii M21/2",42,-31.39,5.23,100.00,0.00,67.45,8.58
243653,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","-","-",17,-30.13,4.77,99.94,0.40,66.14,7.95
243654,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus albus","Ruminococcus albus",8,-46.50,3.07,100.00,0.00,93.75,5.09
243655,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus callidus","Ruminococcus callidus",12,-21.83,0.39,100.00,0.00,51.83,0.39
243656,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus flavefaciens","-",48,-30.86,5.60,99.96,0.13,66.92,9.52
243657,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus gnavus","Ruminococcus gnavus",1,-39.00,0.00,100.00,0.00,81.00,0.00
243658,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus lactaris","Ruminococcus lactaris ATCC 29176",1,-21.00,0.00,100.00,0.00,50.00,0.00
243659,2372,"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified (derived from Clostridiales)","unclassified (derived from Clostridiales)","Clostridiales genomosp. BVAB3","Clostridiales genomosp. BVAB3 str. UPII9-5",8,-49.00,10.50,99.40,0.45,98.67,18.50
243660,2372,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","Bulleidia extructa","Bulleidia extructa W1219",1,-53.00,0.00,100.00,0.00,104.00,0.00
243661,2372,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","Catenibacterium mitsuokai","Catenibacterium mitsuokai DSM 15897",1,-43.00,0.00,100.00,0.00,87.00,0.00
243662,2372,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified (derived from Erysipelotrichaceae)","-","-",20,-25.67,0.49,99.72,0.66,58.33,0.98
243663,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","-","-","-","-",1,-54.00,2.74,99.46,0.49,107.00,5.48
243664,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","-","-","-",11,-29.85,7.28,100.00,0.00,65.63,12.03
243665,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","Dialister micraerophilus","Dialister micraerophilus",1,-25.00,0.00,100.00,0.00,57.00,0.00
243666,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera elsdenii","Megasphaera elsdenii",7,-48.95,4.28,99.95,0.23,97.62,7.61
243667,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas","-","-",15,-38.00,0.00,100.00,0.00,79.00,0.00
243668,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas","Selenomonas sputigena","Selenomonas sputigena ATCC 35185",25,-49.17,11.27,99.85,0.35,98.17,19.07
243669,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","-","-",2,-23.02,0.16,100.00,0.00,54.05,0.32
243670,2372,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella parvula","Veillonella parvula",1,-21.00,0.00,100.00,0.00,51.00,0.00
243671,2372,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","-","-","-","-",2,-25.05,0.22,100.00,0.00,58.05,0.22
243672,2372,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas palustris","Rhodopseudomonas palustris",1,-21.00,0.00,100.00,0.00,51.00,0.00
243673,2372,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","-","-","-",3,-22.00,0.00,100.00,0.00,52.00,0.00
243674,2372,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","unclassified (derived from Rickettsiales)","unclassified (derived from Rickettsiales)","alpha proteobacterium HIMB114","alpha proteobacterium HIMB114",6,-22.00,0.00,100.00,0.00,52.00,0.00
243675,2372,"Bacteria","Proteobacteria","Betaproteobacteria","-","-","-","-","-",1,-27.00,0.00,100.00,0.00,61.00,0.00
243676,2372,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylovorus","-","-",3,-34.40,2.90,100.00,0.00,72.85,4.93
243677,2372,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio vulgaris","-",1,-21.00,0.00,100.00,0.00,50.00,0.00
243678,2372,"Bacteria","Spirochaetes","Spirochaetes (class)","Spirochaetales","Leptospiraceae","Leptospira","-","-",3,-22.00,0.00,100.00,0.00,52.00,0.00
243679,2372,"Bacteria","Spirochaetes","Spirochaetes (class)","Spirochaetales","Spirochaetaceae","Treponema","-","-",17,-23.68,2.59,100.00,0.00,55.27,4.49
243680,2372,"Bacteria","Spirochaetes","Spirochaetes (class)","Spirochaetales","Spirochaetaceae","Treponema","Treponema bryantii","Treponema bryantii",43,-25.09,0.30,100.00,0.00,57.18,0.60
243681,2372,"Eukaryota","Streptophyta","unclassified (derived from Streptophyta)","Brassicales","Brassicaceae","Sisymbrium","Sisymbrium irio","Sisymbrium irio",1,-45.00,0.00,100.00,0.00,91.00,0.00
243682,2372,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Dethiosulfovibrio","Dethiosulfovibrio peptidovorans","Dethiosulfovibrio peptidovorans DSM 11002",4,-21.00,0.00,100.00,0.00,51.00,0.00
243683,2372,"Bacteria","Tenericutes","Mollicutes","-","-","-","-","-",25,-21.43,0.50,100.00,0.00,51.43,0.50
243684,2372,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","-","-",1,-21.00,0.00,100.00,0.00,50.00,0.00
243685,2372,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Sweet potato little leaf phytoplasma","Sweet potato little leaf phytoplasma",2,-21.00,0.00,100.00,0.00,51.00,0.00
243686,2372,"Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma","Anaeroplasma abactoclasticum","Anaeroplasma abactoclasticum",1,-23.00,0.00,100.00,0.00,54.00,0.00
243687,2372,"Bacteria","unclassified (derived from Bacteria)","unclassified (derived from Bacteria)","unclassified (derived from Bacteria)","unclassified (derived from Bacteria)","unclassified (derived from Bacteria)","rumen bacterium NK3B85","rumen bacterium NK3B85",1,-36.00,0.00,100.00,0.00,76.00,0.00
243688,2373,"Eukaryota","-","-","-","-","-","-","-",5,-28.00,2.24,100.00,0.00,62.80,3.49
243689,2373,"Bacteria","-","-","-","-","-","-","-",764,-41.07,18.31,99.53,2.07,85.07,32.21
243690,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter arilaitensis","Arthrobacter arilaitensis",2,-111.00,1.73,99.03,0.01,205.67,2.89
243691,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","Mycobacteriaceae","Mycobacterium","-","-",1,-124.94,0.24,99.11,0.10,232.00,0.00
243692,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Bifidobacteriales","Bifidobacteriaceae","-","-","-",1,-32.50,0.89,100.00,0.00,69.00,1.78
243693,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Collinsella","-","-",24,-66.36,15.78,99.67,0.37,126.36,26.52
243694,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens","-",25,-54.53,45.18,99.82,0.61,106.78,77.26
243695,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella intestinalis","Collinsella intestinalis DSM 13280",111,-110.50,19.57,99.68,0.35,201.71,32.47
243696,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Enterorhabdus","Enterorhabdus caecimuris","Enterorhabdus caecimuris",4,-25.00,0.00,100.00,0.00,57.00,0.00
243697,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Slackia","Slackia exigua","Slackia exigua ATCC 700122",2,-27.00,0.00,100.00,0.00,60.00,0.00
243698,2373,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Slackia","Slackia heliotrinireducens","Slackia heliotrinireducens DSM 20476",10,-26.00,0.00,100.00,0.00,59.00,0.00
243699,2373,"Eukaryota","Arthropoda","Insecta","Isoptera","Rhinotermitidae","Coptotermes","Coptotermes formosanus","Coptotermes formosanus (Formosan subterranean termite)",10,-26.00,5.13,100.00,0.00,58.86,8.61
243700,2373,"Bacteria","Bacteroidetes","-","-","-","-","-","-",4,-97.00,0.00,99.75,0.28,181.00,0.00
243701,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","-","-","-","-",13,-49.47,28.25,100.00,0.00,98.83,47.78
243702,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","-","-",57,-68.82,25.28,99.73,0.50,132.28,43.13
243703,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides chinchillae","Bacteroides chinchillae",21,-82.00,0.00,100.00,0.00,155.00,0.00
243704,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides eggerthii","-",7,-135.88,0.35,99.95,0.14,246.00,0.00
243705,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fluxus","Bacteroides fluxus",2,-140.00,0.00,100.00,0.00,252.00,0.00
243706,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides graminisolvens","Bacteroides graminisolvens",1,-55.00,0.00,99.10,0.00,111.00,0.00
243707,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides massiliensis","Bacteroides massiliensis",63,-74.67,23.11,100.00,0.00,142.00,39.07
243708,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides ovatus ATCC 8483",1,-97.00,0.00,99.45,0.00,182.00,0.00
243709,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides rodentium","Bacteroides rodentium",7,-105.00,32.53,99.58,0.60,195.50,57.28
243710,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",2,-85.43,8.02,99.72,0.35,161.57,13.45
243711,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides uniformis",2,-82.00,0.00,99.78,0.38,155.00,0.00
243712,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides vulgatus","Bacteroides vulgatus",24,-109.50,4.95,98.32,0.24,207.50,12.02
243713,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","Butyricimonas virosa","Butyricimonas virosa",1,-28.00,0.00,100.00,0.00,62.00,0.00
243714,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","-","-",40,-49.33,15.36,99.91,0.27,98.43,26.14
243715,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella copri","-",79,-68.82,16.94,99.62,0.48,133.43,29.19
243716,2373,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella dentasini","Prevotella dentasini",7,-56.00,0.00,99.11,0.00,112.00,0.00
